,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
1621,10636,10636,FemalesForTrump,2023-03-31 20:51:38+00:00,1057,441,283,45,28619.0,"Pigs!!!

https://t.co/TyAZivEs78",1826,2
1622,8977,8977,imVickyMansa,2023-03-30 01:30:35+00:00,736,1044,40,4,4697.0,"Under the Anticipated Life campaign run by Dera Sacha Sauda, ​​educated young boys are getting married to widowed girls. Saint Gurmeet Ram Rahim ji has given the name of Braveheart Devout Warriors to such boys. #LightOfHope https://t.co/XPGkbws4ag",1824,2
1623,7003,7003,octatate,2023-03-28 01:33:09+00:00,1579,189,6,50,3986266.0,girl i fucking hate linkedin,1824,1
1624,4446,4446,erikdkennedy,2023-03-29 18:14:32+00:00,1666,124,17,8,262577.0,"It's SO EASY to make a landing page that's boring 🥱

How do you make one that looks 🔥🔥?

Here are some of my favorite layout ideas for spicing up your above-the-fold section. Bonus: they're all pretty easy 😅 https://t.co/TcbhqMpjFN",1815,2
1625,5924,5924,hibbsy1973,2023-03-31 13:20:39+00:00,1168,564,60,23,193873.0,"2 years ago today at 10am a needle was put in my arm that the Government, AstraZeneca, MSM &amp; most public figures told the world was safe &amp; effective.

Little did I know it was a LIE 
A LIE that changed my life forever
A LIE that killed many
A LIE that would be denied 

@VIBUK1 https://t.co/VjSB7InIWe",1815,2
1626,5123,5123,profsamperry,2023-03-27 11:35:36+00:00,1558,231,17,5,115172.0,"I was teaching an adult class some years back about the ongoing legacies of slavery. A lady stopped me after class &amp; asked ""How long are Blacks gonna hold onto that?""

In fact, ma'am, it is WHITES' racial &amp; political views who are shaped by that legacy. Free link in next Tweet. https://t.co/VJLgl8cw5H",1811,2
1627,178,178,profsamperry,2023-03-27 11:35:36+00:00,1558,231,17,5,115171.0,"I was teaching an adult class some years back about the ongoing legacies of slavery. A lady stopped me after class &amp; asked ""How long are Blacks gonna hold onto that?""

In fact, ma'am, it is WHITES' racial &amp; political views who are shaped by that legacy. Free link in next Tweet. https://t.co/VJLgl8cw5H",1811,2
1628,8523,8523,chartsive,2023-03-31 14:03:45+00:00,1278,443,31,58,50989.0,"[60th REAL-TIME ALL KILL] @IVEstarship 'Kitsch' – 11PM KST: 

#1 Bugs (=) 
#1 Genie (=)
#1 MelOn (=) 
#1 FLO (=) 

MelOn ULs: 373,432 (+388) *new peak*

#IVE #아이브",1810,2
1629,226,226,ramzpaul,2023-03-25 18:16:07+00:00,1551,224,28,6,48263.0,Almost all interracial violence is blacks against other races. The few exceptions make international news and gain the attention of the FBI.,1809,2
1630,9871,9871,highendhomo,2023-03-25 14:16:04+00:00,1633,142,9,24,74697.0,kendall jenner has been serving in paris i fear https://t.co/NPkaYyjhHV,1808,2
1631,3493,3493,villainpinks,2023-03-31 11:24:46+00:00,1174,607,17,10,33229.0,"BLINKS FROM CHILE, ARGENTINA, HONDURAS, UK, NEW ZELAND, GERMANY, ITALY, COSTA RICA, NETHERLANDS, ECUADOR ‼️

WAKE UP AND BUY FLOWER ON ITUNES WE ARE REALLY CLOSE TO HIT THE #1",1808,2
1632,10567,10567,thepophive,2023-03-31 18:42:00+00:00,1616,161,14,16,107234.0,Taylor Swift the most streamed female artist in Spotify history. https://t.co/PzaWBYszPj,1807,2
1633,2142,2142,Paula_White,2023-03-27 15:09:00+00:00,1484,229,87,7,26615.0,Everyone is not going to like you all the time! You are here for #purpose not popularity,1807,2
1634,5542,5542,lighttmylove,2023-03-30 01:41:47+00:00,1686,111,4,5,67982.0,LMAOOO someone quoted this saying “ y’all need to like white men quietly”,1806,2
1635,10979,10979,SussexPrincess,2023-03-28 16:35:28+00:00,1422,344,0,39,57095.0,"While Prince Harry fights for journalistic integrity and accountability for the UK, King Charles and Camilla hired a former Daily Mail editor as their Head of Comms and William and Kate regularly trade images of their children to the Daily Mail in exchange of positive press https://t.co/dPNe5a73GJ",1805,2
1636,5667,5667,dbsolace,2023-03-31 02:28:55+00:00,1364,435,0,3,13723.0,"Parents be looking extra extra hawt and expensive 😮‍💨🔥 #DonBelle

#BelleMariano is stylish and chic all wrapped up in her man's tux. And mommy the #DonnyPangilinan in a white long sleeve shirt hugging his arresting built! https://t.co/w4JAqBj0Qj",1802,2
1637,8318,8318,dbsolace,2023-03-31 02:28:55+00:00,1364,435,0,3,13725.0,"Parents be looking extra extra hawt and expensive 😮‍💨🔥 #DonBelle

#BelleMariano is stylish and chic all wrapped up in her man's tux. And mommy the #DonnyPangilinan in a white long sleeve shirt hugging his arresting built! https://t.co/w4JAqBj0Qj",1802,2
1638,1458,1458,ghafaera,2023-03-30 15:27:58+00:00,1694,95,3,9,23783.0,jack saying he can let him join the crows bc hes queer 😭 https://t.co/CvvgeJOLpq,1801,0
1639,7529,7529,gmbutts,2023-03-30 18:34:05+00:00,1610,107,52,31,82855.0,"Proud of my big brother. He’ll hate the compliment, but he’s a rockstar in all facets of his life.

Cancer Research Rockstar: Dr Charlie Butts of Edmonton, Alberta
https://t.co/HmY7QRdKh8",1800,2
1640,8793,8793,hajarkagalwa,2023-03-31 12:53:06+00:00,1550,170,71,6,64016.0,Me at a family wedding thinking how one day I'll also end up getting married to a stranger https://t.co/5dU8cfBnnH,1797,2
1641,8106,8106,RachelNotley,2023-03-31 13:03:30+00:00,1068,272,435,22,55776.0,"This is clear evidence of interference in the judicial system by the Premier of Alberta. 

It’s unprecedented. The evidence of interference is black and white.

It’s long past time for an independent investigation.

Albertans deserve better than what they’re getting.",1797,2
1642,6230,6230,SteveSchmidtSES,2023-03-28 16:01:00+00:00,1417,304,60,12,92116.0,"""What Ron DeSantis tried to do was be mini-Trump... Ron DeSantis has exposed himself as a hollow, empty fraud.""

The only way for DeSantis to beat Trump is to run through him and he's not tough enough to do it: https://t.co/bQjpmXKZ3P https://t.co/oY7LlCrbda",1793,2
1643,9699,9699,MariaLKanellis,2023-03-31 16:54:31+00:00,1647,123,20,3,67763.0,"Reach for the Sky

#RingOfHonor  #SupercardofHonor 
@ringofhonor 

""And I heard, as it were, the noise of thunder
One of the four beasts saying,
'Come and see.' and I saw, and behold a white horse""
There's a man goin' 'round takin' names
And he decides who to free and who to… https://t.co/wFCxvHMe6b",1793,2
1644,9600,9600,jburnmurdoch,2023-03-31 13:49:34+00:00,1534,216,20,23,176856.0,"The pockets of both countries where life expectancy has been falling are overwhelmingly white [working class], and the most diverse parts have seen the biggest increases.

Contrast diverse (and hardly affluent) inner-city London Newham with Middlesbrough, Boston, Lincoln. https://t.co/zGtRBgcUjJ",1793,2
1645,7518,7518,heyitscookie,2023-03-30 18:56:05+00:00,1532,184,65,12,40889.0,I hate this stupid fucker we should all crush him with a comically-sized hammer until he’s as thin as a pancake,1793,2
1646,1711,1711,Tomhennessey69,2023-03-28 19:48:44+00:00,1125,468,160,38,41990.0,"Another black attacks a white person, beats them unconscious, then robs them. https://t.co/lSzCEfdHy3",1791,0
1647,602,602,Tomhennessey69,2023-03-28 19:48:44+00:00,1125,468,160,38,41983.0,"Another black attacks a white person, beats them unconscious, then robs them. https://t.co/lSzCEfdHy3",1791,0
1648,11228,11228,Tomhennessey69,2023-03-28 19:48:44+00:00,1125,468,160,38,41983.0,"Another black attacks a white person, beats them unconscious, then robs them. https://t.co/lSzCEfdHy3",1791,0
1649,3913,3913,285Slim,2023-03-30 16:26:56+00:00,1681,98,4,4,112319.0,Nigga was just tryna make some music and niggas came in there hating. Thought shit was sweet but him and his lady went Natural Born Killers on em lmaoo,1787,0
1650,9509,9509,ZA_Rebel,2023-03-31 21:15:53+00:00,1497,246,37,4,33467.0,"Fuck your current system

You treasonous motherfuckers discourage White families having kids at every turn

Instead of spending millions or billions on immigrants

Turn them away, deport them and offer incentives to White families to have kids

Make stay at home moms possible",1784,0
1651,3088,3088,RealUltraFox,2023-03-25 03:38:06+00:00,1437,259,55,33,39606.0,"HOLY SHIT

THIS IS A BIG FUCKIN DEAL https://t.co/P6yTKji05n",1784,1
1652,11230,11230,ZA_Rebel,2023-03-31 21:15:53+00:00,1497,246,37,4,33481.0,"Fuck your current system

You treasonous motherfuckers discourage White families having kids at every turn

Instead of spending millions or billions on immigrants

Turn them away, deport them and offer incentives to White families to have kids

Make stay at home moms possible",1784,0
1653,6291,6291,sayitnspinit,2023-03-29 16:49:07+00:00,1514,193,55,16,11693.0,"Pro Tip for Women: If you want to beat Lea Thomas in swimming, simply kick him in the balls before a race.",1778,2
1654,8532,8532,chartsive,2023-03-31 23:08:25+00:00,1384,320,8,65,48493.0,"[62nd REAL-TIME ALL KILL] @IVEstarship 'Kitsch' – 08AM KST: 

#1 Bugs (=) 
#1 Genie (+14)
#1 MelOn (=) 
#1 FLO (=) 

#IVE #아이브",1777,1
1655,7524,7524,JayeJaybird54,2023-03-30 11:53:19+00:00,1109,569,72,26,11769.0,"There’s one thing Republicans all have in common! HATE! They are filled with hate, anger, and resentment - but HATE is what holds it all together. I’m so proud to be a Democrat, the party that cares. #ProudBlue #DemVoice1 #FreshStrong https://t.co/uXABrPkhGO",1776,2
1656,2993,2993,Derahback,2023-03-23 21:48:22+00:00,1421,325,27,3,27409.0,"If Wizkid was a course, niggas will pay to study him. https://t.co/mB9I7lrWKH",1776,0
1657,8201,8201,adukwei_babe,2023-03-31 19:58:51+00:00,1521,215,35,3,36046.0,I know the God lord we serve will not disappoint KHOSI Reigns and KHOSI IJN !!! I through the white flag 🏳️ now!!! Note: this is for only today !!!!! #BBTitans https://t.co/Nz0cj4hnfx,1774,2
1658,6833,6833,jbbbunni,2023-03-24 23:23:47+00:00,1433,308,13,19,43910.0,lets hear it for the femme transmascs!!! and the boylesbians!!!! and the he/him dykes!!!! kissie noises for YOU!!!!!!!,1773,0
1659,10728,10728,aidan7501,2023-03-30 00:02:25+00:00,1604,144,12,13,43128.0,Female artists with the most monthly listeners on Spotify currently https://t.co/n1WhpR7cxw,1773,2
1660,11570,11570,PeterObiUSA,2023-03-31 15:58:32+00:00,1039,687,30,16,27824.0,Lagos Has Answered the Clarion call for heroes of democracy to rise up and Peacefully Protest 🪧 this Rape of Nigeria 🇳🇬 Democracy #RestoreOurMandateINEC #RestoreOurMandateINEC #RestoreOurMandateINEC #RestoreOurMandateINEC #RestoreOurMandateINEC https://t.co/HEmfYry1Kf…,1772,2
1661,11318,11318,Nature_and_Race,2023-03-29 16:19:52+00:00,1544,184,39,5,78740.0,"Hetero cis White men saved all those children in Nashville.

Meanwhile, a trans-insane chick who believed she was a dude was murdering them.",1772,2
1662,5633,5633,Nature_and_Race,2023-03-29 16:19:52+00:00,1544,184,39,5,78721.0,"Hetero cis White men saved all those children in Nashville.

Meanwhile, a trans-insane chick who believed she was a dude was murdering them.",1772,2
1663,8101,8101,razzmazatz,2023-03-30 22:47:16+00:00,1340,343,23,64,171817.0,The only reason we are so mortified by the holocaust and not other gruesome genocides is because it targeted white europeans.,1770,2
1664,1451,1451,mushroomyhouse,2023-03-30 02:04:39+00:00,1389,378,2,1,26755.0,queer futures are possible 🌈 https://t.co/d7BcYRjc96,1770,0
1665,10087,10087,daryazorka,2023-03-26 21:02:46+00:00,1530,173,54,11,59702.0,"Ukrainian refugee women are being trafficked and abused, Ukrainian women are being tortured and raped by russian soldiers — so yes, @FellaNafoFella, your jokes are not funny, inappropriate and disgusting. Something is very wrong with your morals. https://t.co/1zPA3x9ZrS",1768,2
1666,10266,10266,daryazorka,2023-03-26 21:02:46+00:00,1530,173,54,11,59702.0,"Ukrainian refugee women are being trafficked and abused, Ukrainian women are being tortured and raped by russian soldiers — so yes, @FellaNafoFella, your jokes are not funny, inappropriate and disgusting. Something is very wrong with your morals. https://t.co/1zPA3x9ZrS",1768,2
1667,10956,10956,PJM_data,2023-03-29 14:13:57+00:00,1296,433,11,28,29746.0,"🐥 A strange video is going around
🐥 Why is my song playing and everyone is banging their heads?
🐥 On the street and other places
🐥 Guys, that isn't what the choreography was made for?

🤣🤣🤣

https://t.co/KMY7pJXXb8",1768,2
1668,5600,5600,AlternatNews,2023-03-30 16:33:55+00:00,1184,473,78,31,39073.0,"A new trend is that Ukrainian soldiers raise the white flag and walk over to the Russians.

There, all of a sudden, life is good again. Here they are being fed. They escaped the hell of Bakhmut. They are alive. 

 https://t.co/w94O4cSaSd",1766,2
1669,2095,2095,AlternatNews,2023-03-30 16:33:55+00:00,1184,473,78,31,39081.0,"A new trend is that Ukrainian soldiers raise the white flag and walk over to the Russians.

There, all of a sudden, life is good again. Here they are being fed. They escaped the hell of Bakhmut. They are alive. 

 https://t.co/w94O4cSaSd",1766,2
1670,5056,5056,BronskiJoseph,2023-03-26 18:59:32+00:00,1405,270,46,43,375752.0,"New study just dropped: a 50,000 variable predictor of IQ based on new n=120,000 longitudinal MRI data trained only on whites predicts race differences in intelligence accurately. 
https://t.co/EMFkxy7iAd https://t.co/qtlI20t6MJ",1764,2
1671,3044,3044,LaJethroJenkins,2023-03-30 15:17:46+00:00,1600,150,11,3,137563.0,Seeing homie behind him smiling from cheekbone to cheekbone after the dap made a niggas eyes start to sweat.,1764,0
1672,1084,1084,JReneex,2023-03-25 19:21:01+00:00,1300,438,4,21,62619.0,I just want women to value the power they have more and be more selective with it .. you literally have the power to create LIFE .. not every nigga worthy of that from you,1763,2
1673,8430,8430,gabrieloguda,2023-03-31 12:15:59+00:00,1470,239,50,4,43471.0,"NEWS JUST IN: National Assembly Minority Leader @OpiyoWandayi says the assassination attempt at Raila Odinga yesterday is ""tantamount to a declaration of war"" and that before Ruto kills Raila Odinga, he will have to ""kill all of us first.""",1763,2
1674,6375,6375,GioviErsetsu,2023-03-27 01:10:19+00:00,1653,91,4,14,83670.0,"@iamthecreatress Sister baby daddy beat on his baby momma severely, but never touched my sister. 

Difference is my sister had a support system that he knew she would go to worse case scenario. The first baby mom had no one and was dependent on him.",1762,2
1675,10661,10661,TerriAtl,2023-03-30 17:24:37+00:00,1525,108,109,19,65251.0,"Saw this👇 live and thought ""Oh Catherine, you go, Girl!""👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
It's beyond obvious TW was completely intimidated.
Same will happen at the Coronation by the other RF females as they keep her away from Catherine.😊",1761,2
